trade_date,isHoliday,close_daily,share_volume_daily,close_weekly,share_volume_weekly,gdp_billions_of_usd,gdp_per_capita_usd,usd_lkr_exchange_rate,bank_interest_rates,tresury_bill_3_months,tresury_bill_6_months,tresury_bill_12_months
2023-03-19,holiday,69.8,379621.0,69.8,874097.0,49.7211,42.71,320.0,15.5,27.94,27.34,25.92
2023-03-20,working_day,69.0,183793.0,69.8,874097.0,49.7211,42.71,320.0,15.5,27.94,27.34,25.92
2023-03-21,working_day,68.6,43651.0,69.8,874097.0,49.7211,42.71,320.0,15.5,27.94,27.34,25.92
2023-03-22,working_day,67.4,12452.0,69.8,874097.0,49.7211,42.71,320.0,15.5,27.94,27.34,25.92
2023-03-23,working_day,65.0,801596.0,69.8,874097.0,49.7211,42.71,320.0,15.5,27.94,27.34,25.92
2023-03-24,working_day,66.0,116204.0,66.0,1157696.0,49.7211,42.71,320.0,15.5,26.23,26.12,24.32
2023-03-25,holiday,66.0,116204.0,66.0,1157696.0,49.7211,42.71,320.0,15.5,26.23,26.12,24.32
2023-03-26,holiday,66.0,116204.0,66.0,1157696.0,49.7211,42.71,324.0,15.5,26.23,26.12,24.32
2023-03-27,working_day,65.7,269274.0,66.0,1157696.0,49.7211,42.71,324.0,15.5,26.23,26.12,24.32
2023-03-28,working_day,65.5,192110.0,66.0,1157696.0,49.7211,42.71,324.0,15.5,26.23,26.12,24.32
2023-03-29,working_day,66.6,47158.0,66.0,1157696.0,49.7211,42.71,324.0,15.5,26.23,26.12,24.32
2023-03-30,working_day,65.5,38308.0,66.0,1157696.0,49.7211,42.71,324.0,15.5,26.23,26.12,24.32
2023-03-31,working_day,63.6,82420.0,63.6,629270.0,49.7211,42.71,324.0,15.5,25.99,25.79,24.31
2023-04-01,holiday,63.6,82420.0,63.6,629270.0,49.7211,42.71,324.0,15.5,25.99,25.79,24.31
2023-04-02,holiday,63.6,82420.0,63.6,629270.0,49.7211,42.71,320.0,15.5,25.99,25.79,24.31
2023-04-03,working_day,61.1,104588.0,63.6,629270.0,49.7211,42.71,320.0,15.5,25.99,25.79,24.31
2023-04-04,working_day,62.0,37557.0,63.6,629270.0,49.7211,42.71,320.0,15.5,25.99,25.79,24.31
2023-04-05,holiday,62.0,37557.0,63.6,629270.0,49.7211,42.71,320.0,15.5,25.99,25.79,24.31
2023-04-06,working_day,62.1,57387.0,62.1,199532.0,49.7211,42.71,320.0,15.5,25.99,25.79,24.31
2023-04-07,holiday,62.1,57387.0,62.1,199532.0,49.7211,42.71,320.0,15.5,25.99,25.79,24.31
2023-04-08,holiday,62.1,57387.0,62.1,199532.0,49.7211,42.71,320.0,15.5,25.99,25.79,24.31
2023-04-09,holiday,62.1,57387.0,62.1,199532.0,49.7211,42.71,319.0,15.5,25.99,25.79,24.31
2023-04-10,working_day,62.5,7977.0,62.1,199532.0,49.7211,42.71,319.0,15.5,24.12,24.1,22.37
2023-04-11,working_day,63.0,83423.0,62.1,199532.0,49.7211,42.71,319.0,15.5,24.12,24.1,22.37
2023-04-12,working_day,63.0,37021.0,63.0,128421.0,49.7211,42.71,319.0,15.5,24.12,24.1,22.37
2023-04-13,holiday,63.0,37021.0,63.0,128421.0,49.7211,42.71,319.0,15.5,24.12,24.1,22.37
2023-04-14,holiday,63.0,37021.0,63.0,128421.0,49.7211,42.71,319.0,15.5,24.12,24.1,22.37
2023-04-15,holiday,63.0,37021.0,63.0,128421.0,49.7211,42.71,319.0,15.5,24.12,24.1,22.37
2023-04-16,holiday,63.0,37021.0,63.0,128421.0,49.7211,42.71,318.0,15.5,24.12,24.1,22.37
2023-04-17,working_day,63.0,14516.0,63.0,128421.0,49.7211,42.71,318.0,15.5,24.8,24.1,22.64
2023-04-18,working_day,60.1,57955.0,63.0,128421.0,49.7211,42.71,318.0,15.5,24.8,24.1,22.64
2023-04-19,working_day,60.3,35846.0,63.0,128421.0,49.7211,42.71,318.0,15.5,24.8,24.1,22.64
2023-04-20,working_day,60.1,100914.0,63.0,128421.0,49.7211,42.71,318.0,15.5,24.8,24.1,22.64
2023-04-21,working_day,59.9,201431.0,59.9,410662.0,49.7211,42.71,318.0,15.5,25.65,24.97,22.96
2023-04-22,holiday,59.9,201431.0,59.9,410662.0,49.7211,42.71,318.0,15.5,25.65,24.97,22.96
2023-04-23,holiday,59.9,201431.0,59.9,410662.0,49.7211,42.71,320.0,15.5,25.65,24.97,22.96
2023-04-24,working_day,58.1,69080.0,59.9,410662.0,49.7211,42.71,320.0,15.5,25.65,24.97,22.96
2023-04-25,working_day,57.9,66469.0,59.9,410662.0,49.7211,42.71,320.0,15.5,25.65,24.97,22.96
2023-04-26,working_day,58.0,136034.0,59.9,410662.0,49.7211,42.71,320.0,15.5,25.65,24.97,22.96
2023-04-27,working_day,57.1,32342.0,59.9,410662.0,49.7211,42.71,320.0,15.5,25.65,24.97,22.96
2023-04-28,working_day,56.7,80219.0,56.7,384144.0,49.7211,42.71,320.0,15.5,25.74,25.27,23.0
2023-04-29,holiday,56.7,80219.0,56.7,384144.0,49.7211,42.71,320.0,15.5,25.74,25.27,23.0
2023-04-30,holiday,56.7,80219.0,56.7,384144.0,49.7211,42.71,319.0,15.5,25.74,25.27,23.0
2023-05-01,holiday,56.7,80219.0,56.7,384144.0,49.7211,42.71,319.0,15.5,25.74,25.27,23.0
2023-05-02,working_day,54.2,122307.0,56.7,384144.0,49.7211,42.71,319.0,15.5,25.74,25.27,23.0
2023-05-03,working_day,53.0,32462.0,56.7,384144.0,49.7211,42.71,319.0,15.5,25.74,25.27,23.0
2023-05-04,working_day,54.4,117566.0,54.4,272335.0,49.7211,42.71,319.0,15.5,25.74,25.27,23.0
2023-05-05,holiday,54.4,117566.0,54.4,272335.0,49.7211,42.71,319.0,15.5,25.74,25.27,23.0
2023-05-06,holiday,54.4,117566.0,54.4,272335.0,49.7211,42.71,319.0,15.5,25.74,25.27,23.0
2023-05-07,holiday,54.4,117566.0,54.4,272335.0,49.7211,42.71,312.0,15.5,25.74,25.27,23.0
2023-05-08,working_day,56.4,70481.0,54.4,272335.0,49.7211,42.71,312.0,15.5,25.82,25.42,23.14
2023-05-09,working_day,57.2,108621.0,54.4,272335.0,49.7211,42.71,312.0,15.5,25.82,25.42,23.14
2023-05-10,working_day,57.0,17842.0,54.4,272335.0,49.7211,42.71,312.0,15.5,25.82,25.42,23.14
2023-05-11,working_day,60.2,391606.0,54.4,272335.0,49.7211,42.71,312.0,15.5,25.82,25.42,23.14
2023-05-12,working_day,59.2,194817.0,59.2,783367.0,49.7211,42.71,312.0,15.5,25.8,25.42,23.14
2023-05-13,holiday,59.2,194817.0,59.2,783367.0,49.7211,42.71,312.0,15.5,25.8,25.42,23.14
2023-05-14,holiday,59.2,194817.0,59.2,783367.0,49.7211,42.71,306.5,15.5,25.8,25.42,23.14
2023-05-15,working_day,58.2,244459.0,59.2,783367.0,49.7211,42.71,306.5,15.5,25.8,25.42,23.14
2023-05-16,working_day,58.0,1386574.0,59.2,783367.0,49.7211,42.71,306.5,15.5,25.8,25.42,23.14
2023-05-17,working_day,58.0,316995.0,59.2,783367.0,49.7211,42.71,306.5,15.5,25.8,25.42,23.14
2023-05-18,working_day,57.9,276168.0,59.2,783367.0,49.7211,42.71,306.5,15.5,25.8,25.42,23.14
2023-05-19,working_day,56.4,234668.0,56.4,2458864.0,49.7211,42.71,306.5,15.5,25.47,25.22,22.79
2023-05-20,holiday,56.4,234668.0,56.4,2458864.0,49.7211,42.71,306.5,15.5,25.47,25.22,22.79
2023-05-21,holiday,56.4,234668.0,56.4,2458864.0,49.7211,42.71,297.0,15.5,25.47,25.22,22.79
2023-05-22,working_day,55.0,278304.0,56.4,2458864.0,49.7211,42.71,297.0,15.5,25.47,25.22,22.79
2023-05-23,working_day,56.9,124023.0,56.4,2458864.0,49.7211,42.71,297.0,15.5,25.47,25.22,22.79
2023-05-24,working_day,58.5,174054.0,56.4,2458864.0,49.7211,42.71,297.0,15.5,25.47,25.22,22.79
2023-05-25,working_day,58.2,149252.0,56.4,2458864.0,49.7211,42.71,297.0,15.5,25.47,25.22,22.79
2023-05-26,working_day,58.9,90921.0,58.9,816554.0,49.7211,42.71,297.0,15.5,25.66,25.3,22.97
2023-05-27,holiday,58.9,90921.0,58.9,816554.0,49.7211,42.71,297.0,15.5,25.66,25.3,22.97
2023-05-28,holiday,58.9,90921.0,58.9,816554.0,49.7211,42.71,290.0,15.5,25.66,25.3,22.97
2023-05-29,working_day,57.0,27590.0,58.9,816554.0,49.7211,42.71,290.0,15.5,25.66,25.3,22.97
2023-05-30,working_day,56.9,14355.0,58.9,816554.0,49.7211,42.71,290.0,15.5,25.66,25.3,22.97
2023-05-31,working_day,56.7,4438.0,58.9,816554.0,49.7211,42.71,290.0,15.5,25.66,25.3,22.97
2023-06-01,working_day,57.9,83039.0,58.9,816554.0,49.7211,42.71,290.0,13.0,25.66,25.3,22.97
2023-06-02,working_day,58.1,51203.0,58.1,180625.0,49.7211,42.71,290.0,13.0,25.65,25.29,22.91
2023-06-03,holiday,58.1,51203.0,58.1,180625.0,49.7211,42.71,290.0,13.0,25.65,25.29,22.91
2023-06-04,holiday,58.1,51203.0,58.1,180625.0,49.7211,42.71,295.5,13.0,25.65,25.29,22.91
2023-06-05,working_day,58.1,27749.0,58.1,180625.0,49.7211,42.71,295.5,13.0,25.65,25.29,22.91
2023-06-06,working_day,58.0,219525.0,58.1,180625.0,49.7211,42.71,295.5,13.0,25.65,25.29,22.91
2023-06-07,working_day,57.3,5099.0,58.1,180625.0,49.7211,42.71,295.5,13.0,25.65,25.29,22.91
2023-06-08,working_day,58.9,13038.0,58.1,180625.0,49.7211,42.71,295.5,13.0,25.65,25.29,22.91
2023-06-09,working_day,60.0,95851.0,60.0,361262.0,49.7211,42.71,295.5,13.0,23.21,21.9,19.1
2023-06-10,holiday,60.0,95851.0,60.0,361262.0,49.7211,42.71,295.5,13.0,23.21,21.9,19.1
2023-06-11,holiday,60.0,95851.0,60.0,361262.0,49.7211,42.71,307.5,13.0,23.21,21.9,19.1
2023-06-12,working_day,61.8,93111.0,60.0,361262.0,49.7211,42.71,307.5,13.0,23.21,21.9,19.1
2023-06-13,working_day,61.1,73476.0,60.0,361262.0,49.7211,42.71,307.5,13.0,23.21,21.9,19.1
2023-06-14,working_day,65.0,165042.0,60.0,361262.0,49.7211,42.71,307.5,13.0,23.21,21.9,19.1
2023-06-15,working_day,66.3,1178947.0,60.0,361262.0,49.7211,42.71,307.5,13.0,23.21,21.9,19.1
2023-06-16,working_day,66.0,104658.0,66.0,1615234.0,49.7211,42.71,307.5,13.0,23.16,20.61,18.08
2023-06-17,holiday,66.0,104658.0,66.0,1615234.0,49.7211,42.71,307.5,13.0,23.16,20.61,18.08
2023-06-18,holiday,66.0,104658.0,66.0,1615234.0,49.7211,42.71,307.5,13.0,23.16,20.61,18.08
2023-06-19,working_day,65.0,197226.0,66.0,1615234.0,49.7211,42.71,307.5,13.0,23.16,20.61,18.08
2023-06-20,working_day,64.0,112606.0,66.0,1615234.0,49.7211,42.71,307.5,13.0,23.16,20.61,18.08
2023-06-21,working_day,66.2,1297322.0,66.0,1615234.0,49.7211,42.71,307.5,13.0,23.16,20.61,18.08
2023-06-22,working_day,66.1,187840.0,66.0,1615234.0,49.7211,42.71,307.5,13.0,23.16,20.61,18.08
2023-06-23,working_day,66.1,458084.0,66.1,2253078.0,49.7211,42.71,307.5,13.0,23.0,19.49,16.99
2023-06-24,holiday,66.1,458084.0,66.1,2253078.0,49.7211,42.71,307.5,13.0,23.0,19.49,16.99
2023-06-25,holiday,66.1,458084.0,66.1,2253078.0,49.7211,42.71,307.5,13.0,23.0,19.49,16.99
2023-06-26,working_day,68.3,1159127.0,66.1,2253078.0,49.7211,42.71,307.5,13.0,23.0,19.49,16.99
2023-06-27,working_day,67.7,369894.0,66.1,2253078.0,49.7211,42.71,307.5,13.0,23.0,19.49,16.99
2023-06-28,working_day,68.1,616578.0,68.1,2145599.0,49.7211,42.71,307.5,13.0,23.0,19.49,16.99
2023-06-29,holiday,68.1,616578.0,68.1,2145599.0,49.7211,42.71,307.5,13.0,23.0,19.49,16.99
2023-06-30,holiday,68.1,616578.0,68.1,2145599.0,49.7211,42.71,307.5,13.0,23.0,19.49,16.99
2023-07-01,holiday,68.1,616578.0,68.1,2145599.0,49.7211,42.71,307.5,11.0,23.0,19.49,16.99
2023-07-02,holiday,68.1,616578.0,68.1,2145599.0,49.7211,42.71,309.0,11.0,23.0,19.49,16.99
2023-07-03,holiday,68.1,616578.0,68.1,2145599.0,49.7211,42.71,309.0,11.0,23.0,19.49,16.99
2023-07-04,working_day,80.9,11028426.0,68.1,2145599.0,49.7211,42.71,309.0,11.0,23.0,19.49,16.99
2023-07-05,working_day,81.3,6639256.0,68.1,2145599.0,49.7211,42.71,309.0,11.0,23.0,19.49,16.99
2023-07-06,working_day,79.6,604131.0,68.1,2145599.0,49.7211,42.71,309.0,11.0,23.0,19.49,16.99
2023-07-07,working_day,79.3,395794.0,79.3,18667607.0,49.7211,42.71,309.0,11.0,17.79,15.93,13.86
2023-07-08,holiday,79.3,395794.0,79.3,18667607.0,49.7211,42.71,309.0,11.0,17.79,15.93,13.86
2023-07-09,holiday,79.3,395794.0,79.3,18667607.0,49.7211,42.71,318.0,11.0,17.79,15.93,13.86
2023-07-10,working_day,78.5,217191.0,79.3,18667607.0,49.7211,42.71,318.0,11.0,17.79,15.93,13.86
2023-07-11,working_day,78.0,170853.0,79.3,18667607.0,49.7211,42.71,318.0,11.0,17.79,15.93,13.86
2023-07-12,working_day,80.5,1157634.0,79.3,18667607.0,49.7211,42.71,318.0,11.0,17.79,15.93,13.86
2023-07-13,working_day,78.3,874786.0,79.3,18667607.0,49.7211,42.71,318.0,11.0,17.79,15.93,13.86
2023-07-14,working_day,80.2,302121.0,80.2,2722585.0,49.7211,42.71,318.0,11.0,19.08,16.95,14.04
2023-07-15,holiday,80.2,302121.0,80.2,2722585.0,49.7211,42.71,318.0,11.0,19.08,16.95,14.04
2023-07-16,holiday,80.2,302121.0,80.2,2722585.0,49.7211,42.71,326.5,11.0,19.08,16.95,14.04
2023-07-17,working_day,84.5,2532825.0,80.2,2722585.0,49.7211,42.71,326.5,11.0,19.08,16.95,14.04
2023-07-18,working_day,86.7,1560032.0,80.2,2722585.0,49.7211,42.71,326.5,11.0,19.08,16.95,14.04
2023-07-19,working_day,89.1,2289336.0,80.2,2722585.0,49.7211,42.71,326.5,11.0,19.08,16.95,14.04
2023-07-20,working_day,88.0,671278.0,80.2,2722585.0,49.7211,42.71,326.5,11.0,19.08,16.95,14.04
2023-07-21,working_day,88.2,308229.0,88.2,7361700.0,49.7211,42.71,326.5,11.0,19.99,17.77,14.35
2023-07-22,holiday,88.2,308229.0,88.2,7361700.0,49.7211,42.71,326.5,11.0,19.99,17.77,14.35
2023-07-23,holiday,88.2,308229.0,88.2,7361700.0,49.7211,42.71,328.0,11.0,19.99,17.77,14.35
2023-07-24,working_day,89.8,973673.0,88.2,7361700.0,49.7211,42.71,328.0,11.0,19.99,17.77,14.35
2023-07-25,working_day,88.8,1039988.0,88.2,7361700.0,49.7211,42.71,328.0,11.0,19.99,17.77,14.35
2023-07-26,working_day,88.4,262156.0,88.2,7361700.0,49.7211,42.71,328.0,11.0,19.99,17.77,14.35
2023-07-27,working_day,92.6,940607.0,88.2,7361700.0,49.7211,42.71,328.0,11.0,19.99,17.77,14.35
2023-07-28,working_day,92.7,806602.0,92.7,4023026.0,49.7211,42.71,328.0,11.0,19.96,17.69,14.29
2023-07-29,holiday,92.7,806602.0,92.7,4023026.0,49.7211,42.71,328.0,11.0,19.96,17.69,14.29
2023-07-30,holiday,92.7,806602.0,92.7,4023026.0,49.7211,42.71,320.0,11.0,19.96,17.69,14.29
2023-07-31,working_day,92.9,451754.0,92.7,4023026.0,49.7211,42.71,320.0,11.0,19.96,17.69,14.29
2023-08-01,holiday,92.9,451754.0,92.7,4023026.0,49.7211,42.71,320.0,11.0,19.96,17.69,14.29
2023-08-02,working_day,95.5,1661623.0,92.7,4023026.0,49.7211,42.71,320.0,11.0,19.96,17.69,14.29
2023-08-03,working_day,100.0,2884844.0,92.7,4023026.0,49.7211,42.71,320.0,11.0,19.96,17.69,14.29
2023-08-04,working_day,101.25,1625961.0,101.25,6624182.0,49.7211,42.71,320.0,11.0,19.9,17.57,14.16
2023-08-05,holiday,101.25,1625961.0,101.25,6624182.0,49.7211,42.71,320.0,11.0,19.9,17.57,14.16
2023-08-06,holiday,101.25,1625961.0,101.25,6624182.0,49.7211,42.71,319.0,11.0,19.9,17.57,14.16
2023-08-07,working_day,103.5,1488934.0,101.25,6624182.0,49.7211,42.71,319.0,11.0,19.9,17.57,14.16
2023-08-08,working_day,105.0,1730366.0,101.25,6624182.0,49.7211,42.71,319.0,11.0,19.9,17.57,14.16
2023-08-09,working_day,104.0,459283.0,101.25,6624182.0,49.7211,42.71,319.0,11.0,19.9,17.57,14.16
2023-08-10,working_day,105.0,511686.0,101.25,6624182.0,49.7211,42.71,319.0,11.0,19.78,17.11,13.94
2023-08-11,working_day,103.0,189379.0,103.0,4379648.0,49.7211,42.71,319.0,11.0,19.78,17.11,13.94
2023-08-12,holiday,103.0,189379.0,103.0,4379648.0,49.7211,42.71,319.0,11.0,19.78,17.11,13.94
2023-08-13,holiday,103.0,189379.0,103.0,4379648.0,49.7211,42.71,323.0,11.0,19.78,17.11,13.94
2023-08-14,working_day,97.1,424242.0,103.0,4379648.0,49.7211,42.71,323.0,11.0,19.78,17.11,13.94
2023-08-15,working_day,93.0,347080.0,103.0,4379648.0,49.7211,42.71,323.0,11.0,19.78,17.11,13.94
2023-08-16,working_day,96.7,1959053.0,103.0,4379648.0,49.7211,42.71,323.0,11.0,19.78,17.11,13.94
2023-08-17,working_day,95.9,378220.0,103.0,4379648.0,49.7211,42.71,323.0,11.0,17.55,14.87,13.19
2023-08-18,working_day,93.6,258047.0,93.6,3366642.0,49.7211,42.71,323.0,11.0,17.55,14.87,13.19
2023-08-19,holiday,93.6,258047.0,93.6,3366642.0,49.7211,42.71,323.0,11.0,17.55,14.87,13.19
2023-08-20,holiday,93.6,258047.0,93.6,3366642.0,49.7211,42.71,323.0,11.0,17.55,14.87,13.19
2023-08-21,working_day,92.2,713074.0,93.6,3366642.0,49.7211,42.71,323.0,11.0,17.55,14.87,13.19
2023-08-22,working_day,90.0,383293.0,93.6,3366642.0,49.7211,42.71,323.0,11.0,17.55,14.87,13.19
2023-08-23,working_day,93.1,1706011.0,93.6,3366642.0,49.7211,42.71,323.0,11.0,17.55,14.87,13.19
2023-08-24,working_day,90.2,914560.0,93.6,3366642.0,49.7211,42.71,323.0,11.0,17.97,15.03,13.31
2023-08-25,working_day,87.0,294307.0,87.0,4011245.0,49.7211,42.71,323.0,11.0,17.97,15.03,13.31
2023-08-26,holiday,87.0,294307.0,87.0,4011245.0,49.7211,42.71,323.0,11.0,17.97,15.03,13.31
2023-08-27,holiday,87.0,294307.0,87.0,4011245.0,49.7211,42.71,318.5,11.0,17.97,15.03,13.31
2023-08-28,working_day,87.0,844341.0,87.0,4011245.0,49.7211,42.71,318.5,11.0,17.97,15.03,13.31
2023-08-29,working_day,87.0,200701.0,87.0,4011245.0,49.7211,42.71,318.5,11.0,17.97,15.03,13.31
2023-08-30,holiday,87.0,200701.0,87.0,4011245.0,49.7211,42.71,318.5,11.0,17.97,15.03,13.31
2023-08-31,working_day,86.6,47446.0,87.0,4011245.0,49.7211,42.71,318.5,11.0,18.48,15.36,13.58
2023-09-01,working_day,88.4,277325.0,88.4,1369813.0,49.7211,42.71,318.5,11.0,18.48,15.36,13.58
2023-09-02,holiday,88.4,277325.0,88.4,1369813.0,49.7211,42.71,318.5,11.0,18.48,15.36,13.58
2023-09-03,holiday,88.4,277325.0,88.4,1369813.0,49.7211,42.71,321.0,11.0,18.48,15.36,13.58
2023-09-04,working_day,93.3,583695.0,88.4,1369813.0,49.7211,42.71,321.0,11.0,18.48,15.36,13.58
2023-09-05,working_day,95.0,1447012.0,88.4,1369813.0,49.7211,42.71,321.0,11.0,18.48,15.36,13.58
2023-09-06,working_day,92.2,283191.0,88.4,1369813.0,49.7211,42.71,321.0,11.0,18.48,15.36,13.58
2023-09-07,working_day,92.1,135448.0,88.4,1369813.0,49.7211,42.71,321.0,11.0,18.46,15.36,13.58
2023-09-08,working_day,92.8,132256.0,92.8,2581602.0,49.7211,42.71,321.0,11.0,18.46,15.36,13.58
2023-09-09,holiday,92.8,132256.0,92.8,2581602.0,49.7211,42.71,321.0,11.0,18.46,15.36,13.58
2023-09-10,holiday,92.8,132256.0,92.8,2581602.0,49.7211,42.71,322.75,11.0,18.46,15.36,13.58
2023-09-11,working_day,90.5,61359.0,92.8,2581602.0,49.7211,42.71,322.75,11.0,18.46,15.36,13.58
2023-09-12,working_day,90.4,189696.0,92.8,2581602.0,49.7211,42.71,322.75,11.0,18.46,15.36,13.58
2023-09-13,working_day,91.5,547373.0,92.8,2581602.0,49.7211,42.71,322.75,11.0,18.46,15.36,13.58
2023-09-14,working_day,92.0,73643.0,92.8,2581602.0,49.7211,42.71,322.75,11.0,18.16,15.19,13.35
2023-09-15,working_day,91.2,130682.0,91.2,1002753.0,49.7211,42.71,322.75,11.0,18.16,15.19,13.35
2023-09-16,holiday,91.2,130682.0,91.2,1002753.0,49.7211,42.71,322.75,11.0,18.16,15.19,13.35
2023-09-17,holiday,91.2,130682.0,91.2,1002753.0,49.7211,42.71,324.0,11.0,18.16,15.19,13.35
2023-09-18,working_day,90.0,183641.0,91.2,1002753.0,49.7211,42.71,324.0,11.0,18.16,15.19,13.35
2023-09-19,working_day,87.3,197486.0,91.2,1002753.0,49.7211,42.71,324.0,11.0,18.16,15.19,13.35
2023-09-20,working_day,89.0,643824.0,91.2,1002753.0,49.7211,42.71,324.0,11.0,18.16,15.19,13.35
2023-09-21,working_day,88.0,52475.0,91.2,1002753.0,49.7211,42.71,324.0,11.0,18.12,15.38,13.32
2023-09-22,working_day,89.8,66034.0,89.8,1143460.0,49.7211,42.71,324.0,11.0,18.12,15.38,13.32
2023-09-23,holiday,89.8,66034.0,89.8,1143460.0,49.7211,42.71,324.0,11.0,18.12,15.38,13.32
2023-09-24,holiday,89.8,66034.0,89.8,1143460.0,49.7211,42.71,323.75,11.0,18.12,15.38,13.32
2023-09-25,working_day,88.1,45409.0,89.8,1143460.0,49.7211,42.71,323.75,11.0,18.12,15.38,13.32
2023-09-26,working_day,88.1,135264.0,89.8,1143460.0,49.7211,42.71,323.75,11.0,17.42,15.13,13.3
2023-09-27,working_day,90.2,141202.0,90.2,321875.0,49.7211,42.71,323.75,11.0,17.42,15.13,13.3
2023-09-28,holiday,90.2,141202.0,90.2,321875.0,49.7211,42.71,323.75,11.0,17.42,15.13,13.3
2023-09-29,holiday,90.2,141202.0,90.2,321875.0,49.7211,42.71,323.75,11.0,17.42,15.13,13.3
2023-09-30,holiday,90.2,141202.0,90.2,321875.0,49.7211,42.71,323.75,11.0,17.42,15.13,13.3
2023-10-01,holiday,90.2,141202.0,90.2,321875.0,49.7211,42.71,323.75,10.0,17.42,15.13,13.3
2023-10-02,working_day,88.0,100346.0,90.2,321875.0,49.7211,42.71,323.75,10.0,17.42,15.13,13.3
2023-10-03,working_day,87.6,59184.0,90.2,321875.0,49.7211,42.71,323.75,10.0,17.42,15.13,13.3
2023-10-04,working_day,87.3,96817.0,90.2,321875.0,49.7211,42.71,323.75,10.0,17.42,15.13,13.3
2023-10-05,working_day,87.2,69603.0,90.2,321875.0,49.7211,42.71,323.75,10.0,17.22,15.09,13.16
2023-10-06,working_day,86.8,24331.0,86.8,350281.0,49.7211,42.71,323.75,10.0,17.22,15.09,13.16
2023-10-07,holiday,86.8,24331.0,86.8,350281.0,49.7211,42.71,323.75,10.0,17.22,15.09,13.16
2023-10-08,holiday,86.8,24331.0,86.8,350281.0,49.7211,42.71,323.25,10.0,17.22,15.09,13.16
2023-10-09,working_day,84.6,341682.0,86.8,350281.0,49.7211,42.71,323.25,10.0,17.22,15.09,13.16
2023-10-10,working_day,84.5,252894.0,86.8,350281.0,49.7211,42.71,323.25,10.0,17.22,15.09,13.16
2023-10-11,working_day,83.5,270137.0,86.8,350281.0,49.7211,42.71,323.25,10.0,17.22,15.09,13.16
2023-10-12,working_day,84.3,63818.0,86.8,350281.0,49.7211,42.71,323.25,10.0,16.64,14.96,13.1
2023-10-13,working_day,84.0,47238.0,84.0,975769.0,49.7211,42.71,323.25,10.0,16.64,14.96,13.1
2023-10-14,holiday,84.0,47238.0,84.0,975769.0,49.7211,42.71,323.25,10.0,16.64,14.96,13.1
2023-10-15,holiday,84.0,47238.0,84.0,975769.0,49.7211,42.71,325.5,10.0,16.64,14.96,13.1
2023-10-16,working_day,80.4,291608.0,84.0,975769.0,49.7211,42.71,325.5,10.0,16.64,14.96,13.1
2023-10-17,working_day,80.8,249131.0,84.0,975769.0,49.7211,42.71,325.5,10.0,16.64,14.96,13.1
2023-10-18,working_day,80.5,186428.0,84.0,975769.0,49.7211,42.71,325.5,10.0,16.64,14.96,13.1
2023-10-19,working_day,81.7,271914.0,84.0,975769.0,49.7211,42.71,325.5,10.0,16.3,14.94,13.02
2023-10-20,working_day,86.8,162190.0,86.8,1161271.0,49.7211,42.71,325.5,10.0,16.3,14.94,13.02
2023-10-21,holiday,86.8,162190.0,86.8,1161271.0,49.7211,42.71,325.5,10.0,16.3,14.94,13.02
2023-10-22,holiday,86.8,162190.0,86.8,1161271.0,49.7211,42.71,327.3,10.0,16.3,14.94,13.02
2023-10-23,working_day,86.8,266261.0,86.8,1161271.0,49.7211,42.71,327.3,10.0,16.3,14.94,13.02
2023-10-24,working_day,84.9,53452.0,86.8,1161271.0,49.7211,42.71,327.3,10.0,16.3,14.94,13.02
2023-10-25,working_day,82.9,7095.0,86.8,1161271.0,49.7211,42.71,327.3,10.0,16.3,14.94,13.02
2023-10-26,working_day,82.2,44129.0,86.8,1161271.0,49.7211,42.71,327.3,10.0,16.1,14.93,13.02
2023-10-27,working_day,83.1,140888.0,83.1,511825.0,49.7211,42.71,327.3,10.0,16.1,14.93,13.02
2023-10-28,holiday,83.1,140888.0,83.1,511825.0,49.7211,42.71,327.3,10.0,16.1,14.93,13.02
2023-10-29,holiday,83.1,140888.0,83.1,511825.0,49.7211,42.71,328.5,10.0,16.1,14.93,13.02
2023-10-30,working_day,82.9,27140.0,83.1,511825.0,49.7211,42.71,328.5,10.0,16.1,14.93,13.02
2023-10-31,working_day,82.2,44765.0,83.1,511825.0,49.7211,42.71,328.5,10.0,16.1,14.93,13.02
2023-11-01,working_day,83.8,70039.0,83.1,511825.0,49.7211,42.71,328.5,9.0,16.1,14.93,13.02
2023-11-02,working_day,84.5,304888.0,83.1,511825.0,49.7211,42.71,328.5,9.0,15.93,14.93,13.02
2023-11-03,working_day,84.7,70637.0,84.7,517469.0,49.7211,42.71,328.5,9.0,15.93,14.93,13.02
2023-11-04,holiday,84.7,70637.0,84.7,517469.0,49.7211,42.71,328.5,9.0,15.93,14.93,13.02
2023-11-05,holiday,84.7,70637.0,84.7,517469.0,49.7211,42.71,326.75,9.0,15.93,14.93,13.02
2023-11-06,working_day,84.0,40550.0,84.7,517469.0,49.7211,42.71,326.75,9.0,15.93,14.93,13.02
2023-11-07,working_day,85.0,202295.0,84.7,517469.0,49.7211,42.71,326.75,9.0,15.93,14.93,13.02
2023-11-08,working_day,86.9,440085.0,84.7,517469.0,49.7211,42.71,326.75,9.0,15.93,14.93,13.02
2023-11-09,working_day,86.5,709199.0,84.7,517469.0,49.7211,42.71,326.75,9.0,15.64,14.81,12.99
